id,ageRating,countries,genres,name,updatedAt,year,sequelsAndPrequels,createdAt,networks,audience,totalSeriesLength,rating_kp,rating_imdb,rating_tmdb,rating_filmCritics,rating_russianFilmCritics,rating_await,fees_world_value,fees_world_currency,fees_russia_value,fees_russia_currency,fees_usa_value,fees_usa_currency,budget_value,budget_currency,votes_kp,votes_imdb,votes_tmdb,votes_filmCritics,votes_russianFilmCritics,votes_await,genres_str,genre_count,countries_str,audience_total,has_sequel
11301960,6.0,[{'name': 'Россия'}],"[{'name': 'фэнтези'}, {'name': 'приключения'}]","Веснушка, Кипятоша и тайна волшебной звезды",2026-03-01T12:20:00.887Z,2025,"[{'id': 5902054, 'name': 'Веснушка, Кипятоша и Волшебный фонарь', 'alternativeName': 'Веснушка, Кипятоша и Волшебный фонарь', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/10812607/8f3f8ff7-9ba1-4dc6-af7c-890669d3d7f6/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/10812607/8f3f8ff7-9ba1-4dc6-af7c-890669d3d7f6/300x450'}, 'year': 2023}, {'id': 8850665, 'name': 'Веснушка, Кипятоша и Железная Королева', 'alternativeName': 'Веснушка, Кипятоша и Железная Королева', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/10953618/141b4ec7-48c5-4d40-a2c3-6cbe1135be44/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/10953618/141b4ec7-48c5-4d40-a2c3-6cbe1135be44/300x450'}, 'year': 2025}]",,,,,8.506,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,1000,0,0.0,0,0,0,"фэнтези, приключения",2,Россия,0,True
1357737,,[{'name': 'США'}],"[{'name': 'короткометражка'}, {'name': 'музыка'}]",,2026-02-12T12:56:03.633Z,2020,,2023-07-25T12:15:42.724Z,,,,6.407,7.0,,0.0,0.0,0,0.0,,,,,,,,99,63,,0,0,0,"короткометражка, музыка",2,США,0,False
1355290,18.0,[{'name': 'США'}],[{'name': 'ужасы'}],Глубокое синее море 3,2026-02-26T17:17:08.889Z,2020,"[{'id': 9528, 'name': 'Глубокое синее море', 'alternativeName': 'Deep Blue Sea', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/8edbe540-96fb-431a-a77a-7965216d6d8e/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/8edbe540-96fb-431a-a77a-7965216d6d8e/300x450'}, 'year': 1999}, {'id': 1046737, 'name': 'Глубокое синее море 2', 'alternativeName': 'Deep Blue Sea 2', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/29fb396b-9491-4994-9d1c-ac9b001172cc/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/29fb396b-9491-4994-9d1c-ac9b001172cc/300x450'}, 'year': 2018}]",2023-07-11T19:16:25.822Z,,,,4.692,4.7,,6.0,0.0,0,0.0,,,,,,5000000.0,$,27098,8000,,14,0,0,ужасы,1,США,0,True
1355180,,[{'name': 'США'}],"[{'name': 'мюзикл'}, {'name': 'фантастика'}, {'name': 'музыка'}]",,2026-02-21T17:05:05.307Z,2020,,2023-07-25T10:36:53.897Z,,,,6.18,6.9,,0.0,0.0,0,0.0,,,,,,,,135,233,,0,0,0,"мюзикл, фантастика, музыка",3,США,0,False
1354413,,[{'name': 'США'}],"[{'name': 'короткометражка'}, {'name': 'музыка'}]",,2026-02-21T17:05:05.436Z,2020,,2023-07-26T07:14:41.940Z,,,,7.169,7.1,,0.0,0.0,0,0.0,,,,,,,,147,406,,0,0,0,"короткометражка, музыка",2,США,0,False
1350237,,[{'name': 'США'}],"[{'name': 'короткометражка'}, {'name': 'фантастика'}, {'name': 'драма'}]",,2026-02-12T12:50:06.504Z,2006,,2023-08-11T17:46:41.086Z,,,,7.109,0.0,,0.0,0.0,0,0.0,,,,,,,,91,0,,0,0,0,"короткометражка, фантастика, драма",3,США,0,False
1347304,18.0,[{'name': 'США'}],[{'name': 'документальный'}],Vice: Как мы будем работать в будущем,2026-02-18T18:35:44.950Z,2019,,2023-07-11T19:12:08.056Z,,,,7.046,0.0,,0.0,0.0,0,0.0,,,,,,,,1633,0,,0,0,0,документальный,1,США,0,False
1346904,,[{'name': 'Россия'}],"[{'name': 'короткометражка'}, {'name': 'комедия'}, {'name': 'музыка'}]",Поперечный — Поп Культура,2026-02-12T12:48:31.910Z,2016,,2023-07-27T14:24:52.482Z,,,,8.201,0.0,,0.0,0.0,0,0.0,,,,,,,,397,0,,0,0,0,"короткометражка, комедия, музыка",3,Россия,0,False
1346860,16.0,[{'name': 'США'}],"[{'name': 'мелодрама'}, {'name': 'комедия'}]",Американский пирог представляет: Правила для девочек,2026-03-01T12:20:01.541Z,2020,"[{'id': 5129, 'name': 'Американский пирог', 'alternativeName': 'American Pie', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/aabecc3a-346d-4964-8171-e22f97f858ca/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/aabecc3a-346d-4964-8171-e22f97f858ca/300x450'}, 'year': 1999}, {'id': 587, 'name': 'Американский пирог 2', 'alternativeName': 'American Pie 2', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/bed1ea39-ae9f-4dda-a36e-a3d7fedaaab3/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/bed1ea39-ae9f-4dda-a36e-a3d7fedaaab3/300x450'}, 'year': 2001}, {'id': 4300, 'name': 'Американский пирог 3: Свадьба', 'alternativeName': 'American Wedding', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/957b135d-4b33-48b0-963b-14b4269c84e0/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/957b135d-4b33-48b0-963b-14b4269c84e0/300x450'}, 'year': 2003}, {'id': 87387, 'name': 'Американский пирог: Музыкальный лагерь', 'alternativeName': 'American Pie Presents Band Camp', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/406d7fba-b973-4ecd-bafd-94ab234a78e4/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/406d7fba-b973-4ecd-bafd-94ab234a78e4/300x450'}, 'year': 2005}, {'id': 258454, 'name': 'Американский пирог: Голая миля', 'alternativeName': 'The Naked Mile', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/5327d6dd-8580-4f41-9351-27ee4b5fa457/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/5327d6dd-8580-4f41-9351-27ee4b5fa457/300x450'}, 'year': 2006}, {'id': 295060, 'name': 'Американский пирог: Переполох в общаге', 'alternativeName': 'American Pie Presents: Beta House', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/c16429f4-f7e8-4ee2-bcd9-ba2f96707ab3/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/c16429f4-f7e8-4ee2-bcd9-ba2f96707ab3/300x450'}, 'year': 2007}, {'id': 453598, 'name': 'Американский пирог: Книга любви', 'alternativeName': 'American Pie Presents: The Book of Love', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/6ac386db-9508-4dea-861e-968af67ef64c/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/6ac386db-9508-4dea-861e-968af67ef64c/300x450'}, 'year': 2009}, {'id': 506251, 'name': 'Американский пирог: Все в сборе', 'alternativeName': 'American Reunion', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/861fc1ee-6e98-4614-a79e-537c6e8b3a70/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/861fc1ee-6e98-4614-a79e-537c6e8b3a70/300x450'}, 'year': 2012}]",2023-07-11T19:04:49.257Z,,,,4.75,3.9,6.147,4.9,0.0,0,0.0,,,,,,,,16961,13000,690.0,9,0,0,"мелодрама, комедия",2,США,0,True
1346686,18.0,"[{'name': 'США'}, {'name': 'Великобритания'}]","[{'name': 'документальный'}, {'name': 'биография'}, {'name': 'комедия'}]",Друзья: Воссоединение,2026-02-26T23:21:39.653Z,2021,"[{'id': 77044, 'name': 'Друзья', 'alternativeName': 'Friends', 'type': 'tv-series', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4486454/bae692d9-8260-46a4-9188-8509a72aa005/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4486454/bae692d9-8260-46a4-9188-8509a72aa005/300x450'}, 'year': 1994}, {'id': 1388431, 'alternativeName': ""Friends: The Stuff You've Never Seen"", 'type': 'movie', 'relationType': 'BEFORE', 'year': 2001}, {'id': 982493, 'name': 'Друзья: Ещё один эпизод перед последним – Десять лет Друзей', 'alternativeName': 'Friends: The One Before the Last One - Ten Years of Friends', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/38bc17a1-e639-4391-906a-a769accb24fe/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/38bc17a1-e639-4391-906a-a769accb24fe/300x450'}, 'year': 2004}]",2023-07-11T19:02:33.678Z,{'items': [{'name': 'Max'}]},,,8.458,8.0,7.852,6.3,62.5,0,0.0,,,,,,,,74506,68000,1290.0,58,16,0,"документальный, биография, комедия",3,"США, Великобритания",0,True
1346575,,[{'name': 'Германия'}],"[{'name': 'короткометражка'}, {'name': 'музыка'}]",,2026-02-12T12:48:11.029Z,2020,,2023-07-11T23:53:37.575Z,,,,7.114,8.0,,0.0,0.0,0,0.0,,,,,,,,165,41,,0,0,0,"короткометражка, музыка",2,Германия,0,False
1346167,,[{'name': 'Франция'}],"[{'name': 'короткометражка'}, {'name': 'музыка'}]",,2026-02-24T12:07:37.558Z,2020,,2023-07-31T15:18:07.375Z,,,,8.312,8.2,,0.0,0.0,0,0.0,,,,,,,,675,614,,0,0,0,"короткометражка, музыка",2,Франция,0,False
1344574,,[{'name': 'США'}],"[{'name': 'короткометражка'}, {'name': 'музыка'}]",,2026-02-23T02:25:10.059Z,2020,"[{'id': 1330744, 'alternativeName': 'The Weeknd: Heartless', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/50b56110-b824-458e-a6e5-b226602bbcec/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/50b56110-b824-458e-a6e5-b226602bbcec/300x450'}, 'year': 2019}, {'id': 1368060, 'alternativeName': 'The Weeknd: After Hours', 'type': 'movie', 'relationType': 'AFTER', 'year': 2020}, {'id': 1368083, 'alternativeName': 'The Weeknd: In Your Eyes', 'type': 'movie', 'relationType': 'AFTER', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/750eec4d-68e2-48e6-b013-7be87a04afde/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/750eec4d-68e2-48e6-b013-7be87a04afde/300x450'}, 'year': 2020}]",2023-08-01T00:11:03.644Z,,,,8.248,8.5,,0.0,0.0,0,0.0,,,,,,,,307,318,,0,0,0,"короткометражка, музыка",2,США,0,True
1340555,,[{'name': 'США'}],"[{'name': 'короткометражка'}, {'name': 'музыка'}]",,2026-02-12T12:45:20.300Z,2011,,2023-07-25T11:07:24.892Z,,,,7.23,0.0,,0.0,0.0,0,0.0,,,,,,,,143,0,,0,0,0,"короткометражка, музыка",2,США,0,False
1340059,,[{'name': 'Россия'}],"[{'name': 'короткометражка'}, {'name': 'музыка'}]","Джарахов, Тилэкс, Big Russian Boss, Young P&H, DK, MORGENSHTERN & Хлеб: Гена Букин",2026-02-14T11:20:30.762Z,2019,,2023-07-31T20:32:45.869Z,,,,6.267,4.1,,0.0,0.0,0,0.0,,,,,,,,350,12,,0,0,0,"короткометражка, музыка",2,Россия,0,False
1339539,,[{'name': 'Германия'}],"[{'name': 'короткометражка'}, {'name': 'музыка'}]",,2026-02-12T12:44:48.083Z,2019,,2023-07-17T00:28:56.667Z,,,,7.265,8.4,,0.0,0.0,0,0.0,,,,,,,,142,38,,0,0,0,"короткометражка, музыка",2,Германия,0,False
1331740,18.0,"[{'name': 'США'}, {'name': 'Канада'}]","[{'name': 'ужасы'}, {'name': 'фэнтези'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'детектив'}]",Истории из морга 3,2026-02-28T19:37:31.979Z,2020,"[{'id': 4808, 'name': 'Истории из морга', 'alternativeName': 'Tales from the Hood', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/e1d97a25-4e03-4106-83d5-1f2258a4699c/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/e1d97a25-4e03-4106-83d5-1f2258a4699c/300x450'}, 'year': 1995}, {'id': 1150478, 'name': 'Истории из морга 2', 'alternativeName': 'Tales from the Hood 2', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/f314881d-8a9b-430a-b690-5cc27a922449/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/f314881d-8a9b-430a-b690-5cc27a922449/300x450'}, 'year': 2018}]",2023-07-17T14:22:58.309Z,,,,5.19,5.1,5.1,0.0,0.0,0,0.0,,,,,,,,410,1300,48.0,0,0,0,"ужасы, фэнтези, триллер, драма, криминал, детектив",6,"США, Канада",0,True
1328288,,[{'name': 'Россия'}],"[{'name': 'короткометражка'}, {'name': 'музыка'}]",,2026-02-12T12:41:40.731Z,2019,,2025-12-29T13:49:45.597Z,,,,7.673,8.7,,0.0,0.0,0,0.0,,,,,,,,370,97,,0,0,0,"короткометражка, музыка",2,Россия,0,False
1325555,18.0,[{'name': 'Великобритания'}],"[{'name': 'концерт'}, {'name': 'документальный'}, {'name': 'музыка'}]",GORILLAZ: Долой фальшивых идолов,2026-02-28T23:15:15.884Z,2019,,2023-07-11T19:05:45.735Z,,,,7.48,6.9,7.6,0.0,0.0,0,475465.0,$,21819.0,$,453687.0,$,,,418,445,54.0,0,0,0,"концерт, документальный, музыка",3,Великобритания,0,False
1322864,,[{'name': 'США'}],"[{'name': 'церемония'}, {'name': 'музыка'}]",92-я церемония вручения премии «Оскар»,2026-02-24T18:51:22.900Z,2020,"[{'id': 496732, 'name': '25-я церемония вручения премии «Оскар»', 'alternativeName': 'The Academy of Motion Picture Arts & Sciences 25th Annual Academy Awards', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/ecc6c5f2-43ec-42d3-93e5-e108395d15cd/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/ecc6c5f2-43ec-42d3-93e5-e108395d15cd/300x450'}, 'year': 1953}, {'id': 496731, 'name': '26-я церемония вручения премии «Оскар»', 'alternativeName': 'The 26th Annual Academy Awards', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/160e2a33-9506-4de6-bc89-39e8bedf587c/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/160e2a33-9506-4de6-bc89-39e8bedf587c/300x450'}, 'year': 1954}, {'id': 496730, 'name': '27-я церемония вручения премии «Оскар»', 'alternativeName': 'The 27th Annual Academy Awards', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/9784475/a193797a-fe3c-4ddc-be9c-0f8f97c072e8/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/9784475/a193797a-fe3c-4ddc-be9c-0f8f97c072e8/300x450'}, 'year': 1955}, {'id': 496729, 'name': '28-я церемония вручения премии «Оскар»', 'alternativeName': '28th Annual Academy of Motion Picture Arts and Sciences Awards', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/10900341/9a3ac4e1-55f1-407c-b977-4e1a1e7782f9/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/10900341/9a3ac4e1-55f1-407c-b977-4e1a1e7782f9/300x450'}, 'year': 1956}, {'id': 496728, 'name': '29-я церемония вручения премии «Оскар»', 'alternativeName': 'The 29th Annual Academy Awards', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/bb5db27f-d97d-4e0f-bf8e-f810fb7e6c40/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/bb5db27f-d97d-4e0f-bf8e-f810fb7e6c40/300x450'}, 'year': 1957}, {'id': 496727, 'name': '30-я церемония вручения премии «Оскар»', 'alternativeName': 'Academy of Motion Picture Arts & Sciences 30th Annual Awards', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/9784475/21e1807b-62c3-41d6-ab4c-cc7b93205534/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/9784475/21e1807b-62c3-41d6-ab4c-cc7b93205534/300x450'}, 'year': 1958}, {'id': 496725, 'name': '31-я церемония вручения премии «Оскар»', 'alternativeName': 'Academy of Motion Picture Arts & Sciences 31st Annual Awards', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/310f43d7-1bdc-4987-a99e-96c3928f6391/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/310f43d7-1bdc-4987-a99e-96c3928f6391/300x450'}, 'year': 1959}, {'id': 496724, 'name': '32-я церемония вручения премии «Оскар»', 'alternativeName': 'The 32nd Annual Academy Awards', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/b49081ca-122d-460e-aa51-6d1470132627/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/b49081ca-122d-460e-aa51-6d1470132627/300x450'}, 'year': 1960}, {'id': 496723, 'name': '33-я церемония вручения премии «Оскар»', 'alternativeName': '33rd Annual Academy Awards Presentation', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/7e1cb7c9-7a9d-4c50-9a6e-67459e6708ac/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/7e1cb7c9-7a9d-4c50-9a6e-67459e6708ac/300x450'}, 'year': 1961}, {'id': 496722, 'name': '34-я церемония вручения премии «Оскар»', 'alternativeName': 'The 34th Annual Academy Awards', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/c1d80fe0-0ad3-4a01-87ca-6992df4f292d/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/c1d80fe0-0ad3-4a01-87ca-6992df4f292d/300x450'}, 'year': 1962}, {'id': 496721, 'name': '35-я церемония вручения премии «Оскар»', 'alternativeName': '35th Annual Academy Awards', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/83f424c9-1aec-4b92-8c0e-cce34531a8f4/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/83f424c9-1aec-4b92-8c0e-cce34531a8f4/300x450'}, 'year': 1963}, {'id': 496720, 'name': '36-я церемония вручения премии «Оскар»', 'alternativeName': 'The 36th Annual Academy Awards', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/8fe794f5-2956-4973-8916-f19a83f39d44/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/8fe794f5-2956-4973-8916-f19a83f39d44/300x450'}, 'year': 1964}, {'id': 496719, 'name': '37-я церемония вручения премии «Оскар»', 'alternativeName': 'The 37th Annual Academy Awards', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/8733dc65-cee1-4eb0-94e1-d16243198b6b/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/8733dc65-cee1-4eb0-94e1-d16243198b6b/300x450'}, 'year': 1965}, {'id': 496718, 'name': '38-я церемония вручения премии «Оскар»', 'alternativeName': 'The 38th Annual Academy Awards', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/aafedc45-0aab-44a5-8ef9-69dbd357d21f/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/aafedc45-0aab-44a5-8ef9-69dbd357d21f/300x450'}, 'year': 1966}]",2023-07-25T15:47:37.309Z,,,,6.805,6.6,,0.0,0.0,0,0.0,,,,,,,,614,1400,,0,0,0,"церемония, музыка",2,США,0,True
1322122,,[{'name': 'Россия'}],"[{'name': 'короткометражка'}, {'name': 'комедия'}, {'name': 'музыка'}]",,2026-02-21T09:17:05.075Z,2019,,2023-08-21T06:07:44.518Z,,,,7.034,7.0,,0.0,0.0,0,0.0,,,,,,,,303,33,,0,0,0,"короткометражка, комедия, музыка",3,Россия,0,False
1320828,,[{'name': 'Германия'}],"[{'name': 'короткометражка'}, {'name': 'музыка'}]",,2026-02-12T12:39:17.410Z,2019,,2023-07-26T07:32:14.885Z,,,,6.707,7.2,,0.0,0.0,0,0.0,,,,,,,,104,24,,0,0,0,"короткометражка, музыка",2,Германия,0,False
1320835,,[{'name': 'Россия'}],"[{'name': 'короткометражка'}, {'name': 'музыка'}]",,2026-02-12T12:39:17.462Z,2019,,2023-07-25T17:07:32.500Z,,,,6.393,6.1,,0.0,0.0,0,0.0,,,,,,,,263,19,,0,0,0,"короткометражка, музыка",2,Россия,0,False
1320776,,[{'name': 'США'}],"[{'name': 'короткометражка'}, {'name': 'музыка'}]",,2026-02-12T12:39:15.106Z,2019,,2023-07-25T18:15:49.610Z,,,,6.901,7.6,,0.0,0.0,0,0.0,,,,,,,,123,75,,0,0,0,"короткометражка, музыка",2,США,0,False
1320737,,"[{'name': 'Германия'}, {'name': 'Эстония'}]","[{'name': 'короткометражка'}, {'name': 'музыка'}]",,2026-02-12T12:39:13.670Z,2019,,2023-07-26T10:34:02.294Z,,,,7.419,8.4,,0.0,0.0,0,0.0,,,,,,,,167,50,,0,0,0,"короткометражка, музыка",2,"Германия, Эстония",0,False
1320412,,[{'name': 'Россия'}],[{'name': 'документальный'}],Сергей Бодров — главный русский супергерой,2026-03-01T18:03:06.471Z,2017,,2023-07-31T14:38:13.500Z,,,,7.81,0.0,,0.0,0.0,0,0.0,,,,,,,,1481,0,,0,0,0,документальный,1,Россия,0,False
1320411,,[{'name': 'Россия'}],[{'name': 'документальный'}],Беслан. Помни,2026-02-28T23:08:42.269Z,2019,,2023-07-14T20:29:37.633Z,,,,8.353,0.0,,0.0,0.0,0,0.0,,,,,,,,4366,0,,0,0,0,документальный,1,Россия,0,False
1320410,,[{'name': 'Россия'}],[{'name': 'документальный'}],Олег Табаков: Как он воспитывал свободных людей,2026-02-28T10:23:39.311Z,2018,,2023-08-21T05:24:02.324Z,,,,7.222,0.0,,0.0,0.0,0,0.0,,,,,,,,764,0,,0,0,0,документальный,1,Россия,0,False
1314726,,[{'name': 'Россия'}],"[{'name': 'концерт'}, {'name': 'музыка'}]",Алла Пугачева. Тот самый концерт,2026-02-25T11:37:12.402Z,2019,,2023-07-11T19:16:59.164Z,,"[{'count': 324245, 'country': 'Россия'}]",,6.031,0.0,,0.0,0.0,0,0.0,,1514515.0,$,,,,,3962,0,,0,2,0,"концерт, музыка",2,Россия,0,False
1311911,,"[{'name': 'Румыния'}, {'name': 'США'}]",[{'name': 'ужасы'}],Подвиды 5: Кровавое восхождение,2026-02-28T08:24:09.412Z,2023,"[{'id': 37582, 'name': 'Подвиды', 'alternativeName': 'Subspecies', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/06fed273-ec98-4f71-82bd-4dc45095809b/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/06fed273-ec98-4f71-82bd-4dc45095809b/300x450'}, 'year': 1990}, {'id': 36008, 'name': 'Подвиды 2: Кровавый камень', 'alternativeName': 'Bloodstone: Subspecies II', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/d977a6cb-51b0-4000-92e9-851db908b091/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/d977a6cb-51b0-4000-92e9-851db908b091/300x450'}, 'year': 1993}, {'id': 36004, 'name': 'Подвиды 3: Жажда крови', 'alternativeName': 'Bloodlust: Subspecies III', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/3ef86ad3-c8e4-4156-8ba3-66da1c7f19e8/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/3ef86ad3-c8e4-4156-8ba3-66da1c7f19e8/300x450'}, 'year': 1993}, {'id': 37578, 'name': 'Подвиды 4: Кровавая буря', 'alternativeName': 'Subspecies: The Awakening', 'type': 'movie', 'relationType': 'BEFORE', 'poster': {'url': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/80fdb976-37e7-427c-a5d7-fe54c5f651ad/600x900', 'previewUrl': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/80fdb976-37e7-427c-a5d7-fe54c5f651ad/300x450'}, 'year': 1998}]",2023-07-17T17:30:52.565Z,,,,5.015,5.3,4.792,0.0,0.0,0,0.0,,,,,,,,371,720,24.0,0,0,0,ужасы,1,"Румыния, США",0,True
1311533,,[{'name': 'Россия'}],"[{'name': 'короткометражка'}, {'name': 'музыка'}]",,2026-02-24T12:07:37.601Z,2018,,2023-08-21T01:32:08.450Z,,,,7.462,0.0,,0.0,0.0,0,0.0,,,,,,,,121,0,,0,0,0,"короткометражка, музыка",2,Россия,0,False
1311087,18.0,[{'name': 'США'}],[{'name': 'концерт'}],Slayer: The Repentless Killogy,2026-02-24T15:12:23.240Z,2019,,2023-07-14T20:32:10.036Z,,,,7.483,7.0,7.2,0.0,0.0,0,272874.0,$,,,268727.0,$,,,182,392,16.0,0,0,0,концерт,1,США,0,False
